LID,AUTOTYPLabel,Exponence,Roles,HostCat,Slot,Position.binned5,Behavior.binned4
2371,DAT,Role,P;G,,NA,post,NA
2939,NOM,Role,T;G;P;Atr;S;Aditr,,NA,NA,NA
2939,ACC,Role,P;G;T,Pro,NA,NA,NA
206,NA,,NA,,NA,NA,NA
126,DEP,,NA,,NA,NA,NA
483,NA,,NA,,NA,NA,NA
40,CVB,,NA,,NA,NA,NA
87,NA,,NA,,NA,NA,NA
103,NA,,NA,,NA,NA,NA
103,NA,,NA,,NA,NA,NA
103,COND,,NA,,NA,NA,NA
206,TOP,,NA,,NA,NA,NA
2866,CVB,,NA,,NA,NA,NA
502,CVB,,NA,,NA,NA,NA
2864,SEQ,,NA,,NA,NA,NA
20,PURP,,NA,,NA,NA,NA
340,AND,,NA,,NA,NA,NA
340,CVB,,NA,,NA,NA,NA
87,AND,,NA,,NA,NA,NA
126,TOP,,NA,,NA,NA,NA
74,NA,,NA,,NA,NA,NA
74,NA,,NA,,NA,NA,NA
74,NA,,NA,,NA,NA,NA
1556,NA,,NA,,NA,NA,NA
1556,NA,,NA,,NA,NA,NA
31,O-AGR,Number;Person;Role,G;P,V,NA,post,NA
35,PASS,,NA,V,NA,post,NA
35,SS,,NA,V,NA,post,NA
35,SUP,,NA,V,NA,post,NA
35,NMZR,,Atr;S;Aditr,,NA,simul,NA
35,INF,,NA,,NA,post,NA
1277,ABS,Role,NA,,NA,NA,NA
1277,ERG,Role,NA,N; Pro,NA,post,NA
1277,OBL,,NA,N; Pro,NA,post,NA
1277,ANTIP,,NA,V,NA,post,NA
1277,PASS,,NA,V,NA,post,NA
1277,DAT,,NA,N; Pro,NA,post,NA
1277,QUANT,,Atr;S;P,,NA,NA,NA
49,ALL,Role,P;G;S,N; Pro,NA,post,spreading
49,AGR,,P;Atr;G;T;S,V; V-aux,NA,prae,NA
49,INSTR,Role,T,N; Pro,NA,post,spreading
49,LAT,Role,P;T,N; Pro,NA,post,spreading
982,S-AGR,,NA,,NA,post,final
2544,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,NA,post,NA
2544,O-AGR,Number;Person;Role,NA,V,NA,prae,NA
2544,<none>,Role,P;S;Atr,,NA,NA,NA
2544,PP,Role,NA,,NA,post,NA
332,S/A-AGR,Number;Person;Role,S;Atr;P,V,NA,simul,NA
332,O-AGR,Number;Person;Role,NA,V,NA,prae,initial
328,<none>,Role,NA,,NA,NA,NA
956,S/A-AGR,Number;Person;Role,Atr;S,V,-2,prae,NA
956,O-AGR,Number;Person;Role,P,V,-1,prae,NA
956,<none>,,Atr;P;S,,NA,NA,NA
572,S/A-AGR,Person;Role,S;P;Atr,V,NA,NA,NA
572,O-AGR,Person;Role,NA,V,NA,NA,NA
572,<none>,Role,S;P;Atr,,NA,NA,NA
385,S/O-AGR,Number;Role,NA,V,NA,NA,NA
385,PASS,,NA,V,NA,prae,NA
385,ANTIP,,NA,V,NA,prae,NA
385,NOM,Role,S;Atr,N; Pro,NA,post,NA
568,NOM,Role,Atr;S,,NA,NA,NA
2308,<none>,Role,Atr;P;S,,NA,NA,NA
1703,ACC,Role,P,N; Pro,NA,NA,NA
1703,NOM,Role,Atr;S,,NA,NA,NA
1952,<none>,Role,S;P;Atr,,NA,NA,NA
503,DAT,Role,G,N_or_Pro,NA,post,spreading
1887,<none>,Role,Atr;S;P,,NA,NA,NA
687,NOM,Role,Atr;S;Aditr,,NA,NA,NA
687,ACC,Role,P;T;G,N; Pro,NA,post,NA
2144,<none>,Role,Atr;S;P,,NA,NA,NA
1628,OBJECT case,Role,T;G;P;Atr,N,NA,prae,NA
444,NOM,Role,P;Atr;S,,NA,NA,NA
1505,ERG,Role,Aditr;Atr,N; Pro,NA,prae,NA
1505,ABS,Role,T;Atr;S;P,,NA,NA,NA
1505,OBL,Role,P,N; Pro,NA,prae,NA
1505,DAT,Role,G,N; Pro,NA,prae,NA
1682,<none>,Role,Atr;S;Aditr;T;P,,NA,NA,NA
1682,OBL,Role,G,N; Pro,NA,prae,NA
49,CVB,,NA,,NA,NA,NA
2943,<none>,Role,P;S;Atr,,NA,NA,NA
1177,<none>,Role,Atr;Aditr;S;T;P,,NA,NA,NA
49,CVB,,NA,,NA,NA,NA
49,CVB,,NA,,NA,NA,NA
74,NA,,NA,,NA,NA,NA
49,AND,,NA,,NA,NA,NA
35,COM,,NA,,NA,NA,NA
87,NA,,NA,,NA,NA,NA
87,NA,,NA,,NA,NA,NA
35,NA,,NA,,NA,NA,NA
2657,LAT,Role,P;G,N; Pro,NA,NA,NA
2657,INSTR,Role,T;P,N; Pro,NA,NA,NA
2657,ABL,Role,P;G,N; Pro,NA,NA,NA
2657,LOC,Role,P,N; Pro,NA,NA,NA
155,ABS,Role,Atr;S;P,,NA,NA,NA
155,DAT,Role,NA,,NA,post,NA
2227,<none>,,P;S;Atr,Pro,NA,NA,NA
2227,S/A-AGR,Gender;Role,Atr;S,V,NA,prae,NA
2227,Object case/adposn,Gender;Role,P,V,NA,prae,NA
78,S/A-AGR,Number;Person;Role,Atr;Aditr;S,,NA,post,NA
78,ILL,Number;Role,Atr;G;P,N_or_Pro,NA,post,spreading
78,ADES,Role,Atr,N_or_Pro,NA,post,spreading
201,ALL,Role,G,N; Pro,NA,post,NA
201,DAT,Role,G,N; Pro,NA,post,NA
201,ACC,Role,P;T,N; Pro,NA,post,NA
201,NOM,Role,Aditr;S;Atr,,NA,NA,NA
66,ALL,Role,P,N_or_Pro,NA,post,final
193,ABL,Role,G,NP,NA,NA,NA
193,ABL,Role,P,NP,NA,NA,NA
64,ABS,Role,Atr;Aditr;S;G;T;P,N_or_Pro,NA,post,NA
64,ACC,Role,T;P;G,N_or_Pro,NA,post,NA
1826,ALL,Role,NA,N_or_Pro,NA,post,NA
78,ELA,Role,P,N_or_Pro,NA,post,spreading
918,LOC,Role,G;P,,NA,post,NA
883,ERG,Role,P;Aditr;Atr,N; Pro,NA,post,NA
883,ABS,Role,Aditr;Atr;S;T;G;P,,NA,NA,NA
883,ACC,Role,T;P;G,N; Pro,NA,post,NA
883,DAT,Role,P,N; Pro,NA,post,NA
883,ALL,Role,G,N; Pro,NA,post,NA
883,ABL,Role,P,N; Pro,NA,post,NA
1335,ERG,Role,Atr;Aditr,,NA,post,NA
1335,ABS,Role,Aditr;Atr;S;T;G;P,,NA,NA,NA
1335,ACC,Role,T;G;P,,NA,post,NA
1335,DAT,Role,P;G,,NA,post,NA
1335,ALL,Role,P,,NA,post,NA
1335,OBL,Role,G,,NA,post,NA
225,NOM,Role,Aditr;S;T;Atr;P,,NA,NA,NA
383,DAT,Role,P;G,NP,NA,post,NA
383,NOM,Role,T;S;Atr;P,,NA,NA,NA
56,ABS,Number;Role,T;P;S;G,N_or_Pro,NA,post,final
502,DAT,Role,P;G,NP; S; Pro,NA,post,final
502,LOC,Role,Atr;P,NP; Pro,NA,post,final
502,ABL,Role,P,NP; Pro,NA,post,final
56,ALL,Number;Role,G,N_or_Pro,NA,post,final
32,INSTR,Role,T;P,NP,NA,post,final
32,DAT,Role,Atr;G;P,NP,NA,post,final
32,LOC,Role,P;G,NP,NA,post,final
56,INSTR,Number;Role,NA,N_or_Pro,NA,post,final
123,DAT,Role,G,N_or_Pro,NA,post,NA
28,NOM,Role,P;S;Atr;Aditr;T,,NA,NA,NA
28,S/A-AGR,Number;Role,Aditr;S;Atr,,NA,NA,NA
28,LOC,Role,P;G,NP,NA,post,NA
28,INSTR,Role,G;P,NP,NA,post,NA
210,ABS,Role,Atr;Aditr;S;T;G;P,,NA,NA,NA
210,DAT,Role,P;G,,NA,post,NA
210,CIRCUM,Role,P;G,,NA,post,NA
2586,<none>,Role,S;G;T;Atr;Aditr;P,,NA,NA,NA
2586,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,NA,NA,NA
1600,<none>,Role,G;T;Aditr;Atr;P;S,,NA,NA,NA
1600,S/A-AGR,Number;Person;Role,NA,V,NA,prae,NA
1600,O-AGR,Number;Person;Role,NA,V,NA,prae,NA
2951,<none>,Role,P;Atr;S,,NA,NA,NA
2951,ACC,Role,P,V,NA,prae,NA
2951,S/A-AGR,Number;Person;Role,S;Atr,V,NA,prae,NA
2951,LOC,Role,P,N; Pro,NA,post,NA
527,DAT,Referential;Role,G,NP,NA,post,final
527,ACC,Referential;Role,NA,NP,NA,post,final
2797,INSTR,Role,NA,NP,NA,post,final
2797,DAT,Role,P;Atr;G,NP,NA,post,final
2797,NOM,Role,Aditr;S;Atr;P;T,,NA,NA,NA
2797,ABL,Role,P;G,NP,NA,post,final
2797,COM,Role,P,NP,NA,post,final
2797,LOC,Role,Atr,NP,NA,post,final
468,ERG,Role,Atr;Aditr,NP,NA,post,final
468,DAT,Role,P;T;G;Atr;S,NP,NA,post,final
2681,PP,Role,NA,,NA,NA,initial
21,DAT,Referential;Role,G;P,,NA,prae,initial
1364,ABS,Role,Atr;S;P,,NA,NA,NA
1364,ERG,Role,Atr,N_or_Pro,NA,post,spreading
1364,DAT,Role,P,N_or_Pro,NA,post,spreading
1364,ALL,Role,P,N_or_Pro,NA,post,spreading
1692,NOM,Role,Aditr;S;Atr;T;P,,NA,NA,NA
1692,ACC,Role,P;T;G,NP,NA,post,final
1692,DIR,Role,P,NP,NA,post,final
2562,NOM,Role,G;T;P;S;Atr;Aditr,,NA,NA,NA
2562,ACC,Role,T;P;G,NP,NA,post,NA
2562,ERG,Role,Aditr;Atr,NP,NA,post,final
2016,NOM,Role,Atr;P;Aditr;S;T,,NA,NA,NA
2016,ACC,Role,T;P,NP,NA,post,final
2016,DAT,Role,G;P;Atr,NP; S,NA,post,final
2016,ABL,Role,P,NP; S,NA,post,final
2322,NOM,Role,Atr;S;Aditr;P;G;T,,NA,NA,NA
2322,ACC,Role,T;P;G;S;Atr,Pro; N-kin,NA,post,on head
468,LOC,Role,P;G,NP,NA,post,final
2930,LOC,Role,G,,NA,post,final
468,GEN,Role,Atr,,NA,post,final
468,ALL,Role,P;G;Atr,NP,NA,post,final
518,NOM,Role,S;Aditr;Atr;P;T,,NA,NA,NA
54,NOM,Role,S;Atr;Aditr,,NA,post,final
54,NOM,Role,P;T;G,,NA,NA,NA
54,ACC,Role,NA,NP,NA,post,final
1739,NOM,,T;G;P;Atr;S;Aditr,,NA,NA,NA
1739,DAT,,P;Atr;G,,NA,post,final
138,S/A-AGR,Number;Person;Role;TAM,Atr;S;Aditr,,NA,NA,NA
74,NA,,NA,,NA,NA,NA
74,NA,,NA,,NA,NA,NA
179,COM,Role,NA,N_or_Pro,NA,post,spreading
179,LOC,Role,P;G,N_or_Pro,NA,post,spreading
179,ALL,Role,G;P,N_or_Pro,NA,post,spreading
208,ACC/DAT,Role,NA,N_or_Pro,NA,post,spreading
208,ALL,Role,NA,NP,NA,post,spreading
1116,ERG,Role,Aditr;Atr,NP,NA,post,final
1116,ABS,Role,G;Atr;T;S;P,NP,NA,NA,NA
1116,DAT,Role,Atr,NP,NA,post,NA
1116,LOC,Role,P;G,NP,NA,post,NA
39,DAT,Role,NA,NP,NA,prae,NA
39,Pronom. subject,Number;Person;Role,NA,V,NA,prae,NA
39,Pronom. object,Number;Person;Role,NA,V,NA,post,NA
39,ALL,Role,NA,NP,NA,prae,NA
365,OBJECT case,Role,T;P;G,NP,NA,post,final
664,ALL,Role,G;P,,NA,post,final
2969,NOM,Role,S;P;Atr;Aditr;T,,NA,NA,NA
2969,DAT,Role,G,,NA,prae,initial
98,Sociative,Role,T;P,NP,NA,prae,initial
98,DAT,Role,P;G,NP,NA,prae,initial
1063,LOC,Role,G;P,,NA,post,final
390,LAT,Role,S;G;P,NP,NA,post,final
390,DAT,Role,P;G,NP,NA,post,final
54,AGR,Number;Person;Role,Atr;P;G;S;Aditr;T,V,NA,split,NA
54,AGR,Number;Person;Role,NA,V,NA,prae,NA
54,AGR,Number;Person;Role,NA,V,NA,prae,NA
1914,LOC,Role,P,,NA,post,NA
493,NOM,Role,S;Atr;Aditr;P;T;G,,NA,NA,NA
493,LOC,Role,P;G,NP,NA,post,final
516,PP,Role,NA,,NA,NA,final
516,PP,Role,G,,NA,NA,final
791,NOM,Role,Aditr;S;Atr;P;T,,NA,NA,NA
791,ACC,Role,T;P,NP; S,NA,post,final
791,DAT,Role,G,NP; S,NA,post,final
1343,NOM,Role,Atr;S;Aditr;P;T,,NA,NA,NA
1343,ACC,Role,T;P,NP; S,NA,post,final
1343,DAT,Role,G,NP; S,NA,post,final
1323,NOM,Role,Atr;Aditr;S,,NA,NA,NA
1323,ACC,Role,P;T,,NA,post,final
1323,DAT,Role,G,,NA,post,final
681,ACC,Role,P;G;T,Pro,NA,post,final
681,ILL,Role,G;P,,NA,post,final
681,ALL,Role,P,,NA,post,final
681,INSTR,Role,T,,NA,post,final
681,NOM,Role,G;P;T;Aditr;Atr;S,,NA,NA,NA
1623,<none>,Role,G;P;S;Atr;Aditr,,NA,NA,NA
1623,OBL,Role,T,N,NA,prae,NA
1129,<none>,Role,T;P;Aditr;S;G;Atr,,NA,NA,NA
1129,DAT,Role,G,,NA,prae,NA
2591,NOM,Role,T;Atr;G;Aditr;P;S,,NA,NA,NA
2591,INSTR,Role,T,NP,NA,post,NA
2591,S/A-AGR,Gender;Number;Role,Atr;Aditr;S;P,V,NA,post,NA
2591,LOC,Role,NA,NP,NA,post,NA
2591,BENEF,Role,G,NP,NA,post,NA
1276,NOM,Role,Atr;Aditr;S;P;T;G,,NA,NA,NA
1276,DOM,Referential;Role,T;P;G,NP,NA,post,NA
1323,ABL,Role,P;G,,NA,post,final
2971,<none>,Role,Aditr;Atr;G;T;S;P,,NA,NA,NA
65,NOM,Role,Aditr;S;Atr;T;P,,NA,NA,NA
65,ACC,Role,T;P,N; Pro,NA,post,NA
2972,NOM,Role,S;Atr;Aditr,,NA,NA,NA
2972,ACC,Role,T;P,,NA,NA,NA
2972,DAT,Role,G,,NA,NA,NA
471,NOM,Role,T;Aditr;Atr;S;G;P,,NA,NA,NA
471,ACC,Role,P;G;T,NP,NA,post,final
471,DAT,Role,Atr;S;G,NP,NA,post,final
471,LOC,Role,G,NP,NA,post,final
2514,ACC,Role,T;P,Pro,NA,post,final
2514,NOM,Role,G;Aditr;Atr;S;P;T,,NA,NA,NA
2514,OBL,Role,G,,NA,NA,NA
2514,ALL,Role,P,,NA,post,final
2514,ABL,Role,G;P,,NA,post,final
559,ACC,Role,P;T,,NA,NA,NA
559,NOM,Role,Atr;S;Aditr,,NA,post,NA
559,DAT,Role,G,,NA,prae,NA
1988,NOM,Role,NA,Pro,NA,NA,NA
1988,ACC,Role,NA,Pro,NA,NA,NA
1988,<none>,Role,NA,,NA,NA,NA
1988,DAT,Role,NA,,NA,post,NA
656,DAT,Role,NA,N_or_Pro,NA,post,NA
2975,<none>,Role,S;P;G;T;Aditr;Atr,,NA,NA,NA
2975,O role index,Number;Person;Role,G;P;S,V,NA,prae,NA
502,NOM,Role,P;Atr;S;Aditr;T,,NA,NA,NA
673,ABS,Role,T;S;P,,NA,NA,NA
673,ERG,Role,Atr;Aditr,,NA,post,NA
673,DAT,Role,G,,NA,NA,NA
1827,ALL,Role,NA,,NA,post,NA
1827,S/O-AGR,Number;Person;Role,S;T;P,,NA,prae,NA
842,NOM,Role,T;P;Aditr;Atr;S,,NA,NA,NA
842,ACC,Number;Person;Role,G;T;P,V,NA,NA,NA
842,DAT,Role,G,,NA,prae,NA
842,Preposition,Role,P,,NA,prae,NA
842,Preposition,Role,P,,NA,prae,NA
842,Preposition,Role,P,,NA,prae,NA
842,Preposition,Role,P,,NA,prae,NA
1492,<none>,Role,G;T;P;S;Aditr;Atr,N,NA,NA,NA
1492,NOM,Role,NA,V,NA,NA,NA
1492,ACC,Role,P;G;T;S,V,NA,NA,NA
654,OBL,Role,P;T;G,NP; Adv; S,NA,NA,initial
785,NOM,Role,S;Atr;Aditr;P;T,,NA,NA,NA
785,ACC,Role,P;T;G,,NA,post,final
74,Preposition,Role,P;G;T,NP,NA,prae,initial
173,NOM,Role,NA,,NA,prae,NA
173,ALL,Role,P;G,,NA,post,NA
908,ERG,Role,Atr;Aditr,,NA,post,NA
908,ABS,Role,Atr;Aditr;G;P;S;T,,NA,NA,NA
2360,ERG,Role,Atr,,NA,post,NA
2360,ABS,Role,Atr;S;P,,NA,NA,NA
2360,DAT,Role,P,,NA,post,NA
1439,ERG,Role,Atr,,NA,post,NA
1439,ABS,Role,S;P,,NA,NA,NA
632,ABS,Role,P;S;Atr,,NA,NA,NA
632,ERG,Role,P;Atr,,NA,NA,NA
2790,<none>,Role,NA,,NA,NA,NA
2980,ERG,Role,Atr,,NA,post,NA
2980,ABS,Role,S;P,,NA,NA,NA
640,ABS,Role,S;P,,NA,NA,NA
640,ERG,Role,Atr,,NA,post,NA
640,DAT,Role,P,,NA,post,NA
726,DOM,Role,P,NP,NA,NA,NA
726,NOM,Role,P;S;Atr,,NA,NA,NA
2513,NEG,,NA,,NA,prae,NA
130,S/A-AGR,Number;Person;Role;TAM,Aditr;Atr;S,V,NA,post,NA
546,<none>,Role,G;Aditr;T;P;S;Atr,,NA,NA,NA
546,DAT,Role,G,,NA,post,final
2878,NOM,Role,P;Atr;S,,NA,NA,NA
2878,ACC,Role,P,Pro,NA,NA,NA
15,NOM,Role,Atr;Aditr;S,,NA,in,NA
15,ACC,Role,T;P;G,,NA,in,NA
15,DAT,Role,G,,NA,prae,initial
15,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,NA,simul,NA
100,NOM,Role,Aditr;S;Atr,,NA,post,NA
100,ERG,Role,Aditr;Atr,,NA,post,NA
100,ABS,Role,S;G;T;P,,NA,post,NA
100,ACC,Role,G;T;P,,NA,post,NA
533,NOM,Role,Atr;S;Aditr,,NA,NA,NA
533,DAT,Role,P;G,N_or_Pro,NA,post,NA
533,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,2,post,NA
533,O-AGR,Number;Person;Role,P;G;T,V,1,post,NA
533,PASS,Number;Person;Role,NA,,NA,NA,NA
533,PASS,Number;Person;Role,NA,,NA,NA,NA
480,NOM,Role,Aditr;P;T;Atr;S,,NA,NA,NA
480,DAT,Role,G,N,NA,post,NA
480,ALL,Role,P,N,NA,post,NA
2982,NOM,Role,Atr;Aditr;S;T;P,,NA,NA,NA
2982,ADES,Role,G,Pro,NA,prae,on head
2982,OBL,Role,P;G,NP; S,NA,NA,initial
2982,LOC,Role,P,N,NA,post,on head
2983,NOM,Role,T;Aditr;G;P;Atr;S,,NA,NA,NA
2983,PP,Role,T;G,NP,NA,NA,final
2983,PP,Role,T;G,NP,NA,NA,final
2983,PP,Role,G,NP,NA,NA,final
2984,NOM,Role,T;G;Aditr;Atr;S;P,,NA,NA,NA
136,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,NA,NA,NA
136,ACC,Role,T;P;G,Pro,NA,NA,NA
533,SS/DS,,NA,V,NA,post,NA
533,SS/DS,,NA,V,NA,post,NA
156,PP,Role,NA,,NA,NA,NA
324,ACC,Role,S;Atr;Aditr;P;T,,NA,NA,NA
324,DAT,Role,G,,NA,post,NA
535,LOC,Role,P,,NA,post,NA
228,NOM,Role,Atr;G;S;Aditr;T;P,,NA,NA,NA
228,ACC,Role,T;P,NP,NA,NA,initial
722,ERG,Role,Atr;Aditr,NP,NA,post,final
722,NOM,Role,Atr;Aditr;P;S;T,,NA,NA,NA
722,DAT,Role,G,NP; S,NA,post,final
2031,NOM,Role,S;T;Atr;Aditr;P;G,,NA,NA,NA
2031,DAT,Role,G;P,NP; S,NA,post,final
2194,NOM,Role,S;P;Atr,,NA,NA,NA
2402,NOM,Role,Aditr;Atr;P;T;S,,NA,NA,NA
2402,ERG,Role,Atr;Aditr,NP,NA,post,final
2402,DAT,Role,G;S;P;Atr,NP; S,NA,post,final
2434,NOM,Role,Aditr;S;Atr;T;P;G,,NA,NA,NA
2434,OBL,Role,T;P,NP,NA,NA,initial
2434,DAT,Role,G,NP,NA,NA,initial
2989,NOM,Role,Aditr;Atr;T;P;S;G,,NA,NA,NA
2989,DAT,Role,P;T;G,NP,NA,NA,initial
2989,LOC,Role,P,NP,NA,NA,initial
2990,NOM,Role,T;Aditr;G;S;Atr;P,,NA,NA,NA
2990,DAT,Role,G,NP,NA,NA,initial
1014,NOM,Role,Atr;Aditr;S;G;T;P,,NA,NA,NA
1014,DAT,Role,G,NP,NA,NA,initial
1014,LOC,Role,P;G,NP,NA,NA,initial
1014,INSTR,Role,T,NP; S,NA,NA,initial
1014,AGR,Number;Person;Role,S;Aditr;Atr,V,NA,prae,NA
2500,NOM,Role,Atr;Aditr;S,NP; Pro,NA,post,final
2500,ACC,Role,G;T;P,,NA,NA,NA
2500,GEN,Role,NA,Pro,NA,post,NA
2500,LOC,Role,G;T;P,NP; Pro,NA,post,final
2500,O-AGR,Role,G;P;T,V,NA,post,NA
2500,O-AGR,Role,NA,V,NA,prae,NA
970,ABS,Role,P;S,,NA,NA,NA
970,ERG,Role,S;Atr,,NA,NA,NA
970,DAT,Role,NA,,NA,NA,NA
317,S/A-AGR,,Atr;S,,NA,NA,NA
2992,O-AGR,Number;Person;Role,NA,V,NA,prae,NA
2992,ACC,Role,Aditr;G;P,Pro,NA,prae,NA
2992,NOM,Role,G;P;T;S;Atr;Aditr,,NA,NA,NA
2939,LOC,Role,P,NP,NA,post,final
2939,INSTR,Role,P,NP,NA,post,final
2271,NOM,Role,S;Aditr;Atr,,NA,NA,NA
2271,ACC,Role,T;P;G,N; DEM; Pro; Adj,NA,post,spreading
718,NOM,Role,S;Atr;Aditr,Adj; Art; Pro,NA,post,spreading
718,ACC,Role,P;G;T,Adj; Art; Pro,NA,post,spreading
718,INSTR,Role,NA,NP,NA,post,NA
718,INESS,Role,NA,NP,NA,post,NA
135,NOM,Role,Atr;S;Aditr,NP,NA,post,final
135,DAT,Role,G,,NA,NA,NA
95,OBJECT case,Role,P;Atr;S;T,Pro,NA,NA,NA
95,DAT,Role,P;S;G,NP; S,NA,post,final
95,NA,Role,P;S,NP; S,NA,post,final
95,NA,Role,P,NP; S,NA,post,final
95,NA,Role,NA,NP; S,NA,post,final
95,NA,Role,P,NP; S,NA,post,final
426,S/A-AGR,Number;Person;Role,NA,V; N; Adj,NA,post,on head
426,O-AGR,Number;Person;Role,NA,V,NA,prae,on head
426,NOM,Role,P;Atr;S,,NA,NA,NA
426,DIR,Role,P,NP,NA,post,final
2259,NOM,Role,Atr;S;Aditr;T;G;P,,NA,NA,NA
2259,Subject case,Role,S;Atr;Aditr,NP,NA,NA,final
2259,S/A-AGR,Number;Person;Role,NA,V,NA,NA,NA
2259,O-AGR,Number;Person;Role,NA,V,NA,NA,NA
871,NOM,Role,P;Atr;S,,NA,NA,NA
871,ACC,Role,P,Pro,NA,post,NA
372,NOM,Role,Atr;T;S;G;Aditr;P,,NA,NA,NA
372,LOC,Role,P;G,N,NA,prae,NA
682,LOC,Role,Atr;G;P,NP; S,NA,NA,initial
2897,<none>,Role,NA,,NA,NA,NA
1134,NOM,Role,P;Aditr;S;G;Atr;T,,NA,NA,NA
520,NOM,Role,S;Atr,,NA,NA,NA
520,ACC,Role,P,,NA,post,NA
135,ALL,Role,P,NP,NA,post,final
1255,Subject case,Role,Atr;Aditr;S,,NA,post,NA
1255,OBL,Role,P;T;G,,NA,post,NA
618,NOM,Role,Aditr;S;Atr,,NA,post,NA
618,OBL,Role,P;G;T,,NA,post,NA
618,LOC,Role,P,,NA,post,NA
1176,NOM,Role,T;Atr;P;Aditr;S;G,,NA,NA,NA
388,LOC,Role,G;P,,NA,prae,NA
1143,Subject case,Role,S;Aditr;Atr,NP,NA,post,final
1143,NOM,Role,T;G;P,,NA,NA,NA
1143,ACC,Role,NA,NP,NA,post,final
1155,DAT,Role,G,,NA,NA,NA
1155,PP,Role,G,,NA,NA,NA
1155,<none>,Role,Atr;T;S;P;Aditr,,NA,NA,NA
1660,NOM,Role,Atr;Aditr;P;T;S,,NA,NA,NA
1660,DAT,Role,S;T;P;Atr;Aditr;G,,NA,NA,NA
682,O-AGR,Number;Person;Role,NA,V; Adj; N,NA,post,NA
682,A-AGR,Number;Person;Role,S;P;Aditr;G;T;Atr,V,NA,split,NA
322,NOM,Role,Aditr;Atr;S;T;P;G,,NA,NA,NA
322,OBJECT case,Role,G;T;P,Pro,NA,post,NA
322,S/A-AGR,Number;Role;TAM,Atr;S;Aditr,V,1,post,NA
322,O-AGR,Person;Role,G;T;P,V,-1,prae,NA
2993,NOM,Role,S;Atr;Aditr;T;P,,NA,post,NA
2993,PP,Role,P;S;G,,NA,post,NA
2993,PP,Role,P,,NA,post,NA
2993,PP,Role,G,,NA,post,NA
2993,PP,Role,P,,NA,post,NA
995,<none>,Role,P;Aditr;Atr;S;G,,NA,NA,NA
995,PP,Referential;Role,T,,NA,prae,NA
995,PP,Role,P,,NA,prae,NA
995,PP,Role,P,,NA,prae,NA
1178,<none>,,NA,,NA,NA,NA
2564,<none>,Role,Atr;S;G;P;Aditr,,NA,NA,NA
2564,OBL,Role,T,,NA,NA,NA
357,<none>,Role,S;Atr;Aditr;P;T,,NA,NA,NA
357,PP,Role,G,NP,NA,prae,NA
357,PP,Role,G,NP,NA,prae,NA
1621,<none>,Role,Aditr;Atr;T;G;P;S,,NA,NA,NA
1621,PP,Role,G;P,NP,NA,post,NA
2417,DAT,Role,G,,NA,post,NA
722,LOC,Role,P,NP,NA,post,final
110,PP,Role,P,NP,NA,prae,NA
2514,LOC,Role,G,,NA,post,final
493,S/A-AGR,Gender;Number;Person;Role,Aditr;Atr;S,V,NA,post,NA
2031,O-AGR,Number;Person;Role,NA,V,NA,prae,NA
2031,S/A-AGR,Number;Person;Role,Atr;Aditr;S;P;T,V,NA,post,NA
2897,S/A-AGR,Number;Person;Role,NA,V,NA,split,NA
2897,S/O-AGR,Number;Person;Role,NA,V; Adj; N,NA,split,NA
2982,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,prae,NA
1323,S/A-AGR,Person;Role,Atr;S;Aditr,V,NA,post,NA
1364,S/A-AGR,Number;Person;Role,S;Atr;P,S,NA,post,initial
1364,O-AGR,Number;Person;Role,NA,S,NA,post,initial
1364,G-AGR,Number;Person;Role,NA,S,NA,post,initial
2930,S/A-AGR,Number;Person;Role,Aditr;Atr;S;P,V,NA,post,NA
2034,NOM,Role,NA,,NA,NA,NA
2034,OBL,Role,NA,NP,NA,NA,initial
2034,LOC,Role,NA,NP,NA,NA,initial
2034,DAT,Role,NA,NP,NA,NA,initial
2034,ABL,Role,NA,NP,NA,NA,initial
2034,ALL,Role,NA,NP,NA,NA,initial
2034,S/A-AGR,Number;Person;Role;TA,NA,V,NA,NA,initial
2034,O-AGR,Number;Person;Role,NA,V,NA,post,NA
2513,NOM,Role,S;Aditr;Atr;T;G;P,,NA,NA,NA
2513,ACC,Role,G;P;T;S,Pro,NA,post,NA
2513,SS/DS,Switch_reference,S;Aditr;Atr,V,NA,NA,NA
123,O-AGR,Number;Person;Role,NA,V,NA,prae,NA
123,S/A-AGR,Number;Person;Role,NA,V,NA,post,NA
664,S/A-AGR,Number;Person;Role,NA,V,NA,split,NA
664,O-AGR,Number;Person;Role,NA,V,NA,split,NA
654,S/O-AGR,Number;Person;Role,P;Atr;S;T;G,V; Pro; N,NA,post,NA
681,S/A-AGR,Number;Person;Role,P;Atr;S,V,NA,post,NA
2562,S/A-AGR,Number;Person;Role,Atr;Aditr;S,,NA,post,NA
2562,O-AGR,Number;Person;Role,T;P,,NA,post,NA
1739,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,split,NA
2797,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V-fin,NA,post,NA
2973,S/A-AGR,Number;Person;Role,S;Aditr;Atr;P,V,-2,prae,NA
